Skill,Explanation,Related Course,Credits,Semester,Collapsed Skill
Machine learning algorithms,"Students will learn about various machine learning algorithms, such as SVMs, decision trees, and neural networks, and their applications in solving real-world problems.",APPLIED MACHINE LEARNING,3,,Advanced machine learning
Data preprocessing,"Students will gain knowledge of data preprocessing techniques, including data cleaning, feature selection, and normalization, to ensure the quality and suitability of data for machine learning tasks.",APPLIED MACHINE LEARNING,3,,Data cleaning and preprocessing
Business acumen,"Students will develop an understanding of the business implications and applications of machine learning, enabling them to make data-driven decisions and solve enterprise-level problems.",APPLIED MACHINE LEARNING,3,,Business acumen
Database design,"Students will learn how to design a database, which is important for organizing and managing data in data science projects.",ELEMENTS FOR DATA SCIENCE,3,,Database Management
Predictive modeling techniques,"The course will cover techniques for building predictive models, providing students with knowledge on how to develop models for making predictions based on data.",ELEMENTS FOR DATA SCIENCE,3,,Predictive modeling techniques
Feature selection and dimensionality reduction,"Students will learn techniques for selecting relevant features and reducing the dimensionality of data, which is essential for improving model performance and efficiency.",ELEMENTS FOR DATA SCIENCE,3,,Feature selection and dimensionality reduction
Data cleaning and preprocessing techniques,"The course will cover techniques for cleaning and preprocessing data, equipping students with knowledge on how to handle and prepare data for analysis.",ELEMENTS FOR DATA SCIENCE,3,,Data cleaning and preprocessing
Working with unstructured data,"Students will learn techniques for working with unstructured data, such as text or image data, expanding their knowledge on how to handle diverse types of data in data science projects.",ELEMENTS FOR DATA SCIENCE,3,,Working with large datasets
Neural networks,"Students will acquire knowledge of the fundamentals of neural networks, including deep neural networks, convolutional neural networks, and recurrent neural networks.",APPLIED DEEP LEARNING,3,,Neural networks
Statistics and mathematics,"Students will develop a foundation in statistics and mathematics, which are essential for understanding the underlying principles of deep learning.",APPLIED DEEP LEARNING,3,,Probability and statistics
Computer architecture and operating systems,"Students will gain knowledge of computer architecture and operating systems, which are prerequisites for understanding the implementation of deep learning algorithms.",APPLIED DEEP LEARNING,3,,Computer organization
Deep learning applications,Students will learn about various applications of deep learning in real-world scenarios.,APPLIED DEEP LEARNING,3,,Advanced machine learning
Data analysis techniques,"Students will acquire knowledge of different data analysis techniques used in deep learning, such as data preprocessing and feature extraction.",APPLIED DEEP LEARNING,3,,Data analysis tools
Formal verification of hardware and software systems,Students will acquire knowledge about the principles and techniques used in formal verification of hardware and software systems.,FORMAL VERIF HW SW SYSTEM,3,,Research in system software verification
Software engineering practices,Students will learn about best practices and methodologies in software engineering for developing reliable and correct software.,FORMAL VERIF HW SW SYSTEM,3,,Software engineering practices
Dynamic analysis techniques,Students will gain knowledge about various dynamic analysis techniques used for understanding and improving software behavior.,FORMAL VERIF HW SW SYSTEM,3,,Dynamic analysis techniques
Software testing methodologies,Students will acquire knowledge about different software testing methodologies and approaches for ensuring software correctness and reliability.,FORMAL VERIF HW SW SYSTEM,3,,Software engineering practices
Research methodology,Students will learn about research methodologies and techniques for conducting research in the field of formal verification of system software.,FORMAL VERIF HW SW SYSTEM,3,,Research design
Computer organization,"Students will gain knowledge of digital logic, computer architecture, and assembly language programming.",FUNDAMENTALS OF COMPUTER,3,,Computer organization
Operating systems,"Students will learn about process management, memory management, and file systems.",FUNDAMENTALS OF COMPUTER,3,,Operating systems
Networks,"Students will acquire knowledge of network protocols, socket programming, and distributed systems.",FUNDAMENTALS OF COMPUTER,3,,Networks
Fundamentals of computer architecture,"Students will learn the basics of computer architecture, including instruction set design, pipelining, memory hierarchy, and I/O systems.",COMPUTER ARCHITECTURE,3,,Computer science fundamentals
Advanced topics in computer architecture,"Students will gain knowledge of advanced topics in computer architecture, such as multicore processors, virtualization, and energy-efficient computing.",COMPUTER ARCHITECTURE,3,,Advanced topics in computer architecture
Recent case studies in computer architecture,Students will learn about recent case studies in computer architecture and their implications for future computer systems.,COMPUTER ARCHITECTURE,3,,Advanced topics in computer architecture
Database design,"Although not explicitly mentioned in the course description, knowledge of database design may be required for understanding the design and implementation of computer systems.",COMPUTER ARCHITECTURE,3,,Database Management
Federal regulations,"Although not explicitly mentioned in the course description, knowledge of federal regulations may be relevant for understanding the legal and regulatory aspects of computer architecture.",COMPUTER ARCHITECTURE,3,,Federal regulations
Technology and economic trends in SoC platforms,Students will gain knowledge about the current technology and economic trends in SoC platforms.,SYSTEM-ON-CHIP PLATFORMS,3,,Understanding of technology and economic trends in SoC platforms
Methodologies for system-level design of SoC platforms,Students will learn different methodologies used for system-level design of SoC platforms.,SYSTEM-ON-CHIP PLATFORMS,3,,Methodologies for system-level design of SoC platforms
Design considerations for SoC platforms in various application domains,"Students will understand the design considerations for SoC platforms in multimedia, wireless, networking, embedded systems, real-time systems, security, and reliability.",SYSTEM-ON-CHIP PLATFORMS,3,,Methodologies for system-level design of SoC platforms
Understanding of CAD tools,Students will gain knowledge about industry-standard CAD tools used for designing and implementing SoC platforms.,SYSTEM-ON-CHIP PLATFORMS,3,,Understanding of CAD tools
Understanding of the semiconductor industry,Students will develop knowledge about the semiconductor industry and its role in SoC platforms.,SYSTEM-ON-CHIP PLATFORMS,3,,Understanding of the semiconductor industry
Fundamentals of the techniques of modeling and performance evaluation of computer systems,Students will acquire knowledge of the foundational concepts and techniques used in modeling and evaluating the performance of computer systems.,MODELING & PERFORMANCE EV,3,,Fundamentals of the techniques of modeling and performance evaluation of computer systems
Tools and techniques needed to construct and analyze performance models of systems,Students will learn about the various tools and techniques available for constructing and analyzing performance models of computer systems.,MODELING & PERFORMANCE EV,3,,Tools and techniques needed to construct and analyze performance models of systems
Performance evaluation of machine learning and deep learning systems,"Students will gain knowledge of how to evaluate the performance of machine learning and deep learning systems, including understanding metrics and methodologies used in performance evaluation.",MODELING & PERFORMANCE EV,3,,Evaluate the performance of machine learning and deep learning systems on cloud platforms
Models of computation,Students will learn about different models of computation and their implications on algorithm design.,ANALYSIS OF ALGORITHMS I,3,,Large-scale computation models
Efficient sorting and searching,Students will acquire knowledge of various sorting and searching algorithms and their efficiency.,ANALYSIS OF ALGORITHMS I,3,,Sorting and searching
Algorithms on graphs,Students will learn about graph algorithms and their applications in solving real-world problems.,ANALYSIS OF ALGORITHMS I,3,,Algorithms on graphs
Dynamic programming,Students will gain knowledge of dynamic programming techniques for solving optimization problems.,ANALYSIS OF ALGORITHMS I,3,,Dynamic programming
Randomized algorithms,Students will learn about algorithms that incorporate randomness to improve efficiency or solve probabilistic problems.,ANALYSIS OF ALGORITHMS I,3,,Randomized algorithms
Database design,"Students will learn how to design a database, understanding the principles and best practices for creating efficient and scalable data storage systems.",ALGORITHMS FOR DATA SCIEN,3,,Database Management
Algorithms,"Students will gain knowledge of various algorithms used in data science, including sorting, searching, graph models, dynamic programming, linear programming, and convex programming.",ALGORITHMS FOR DATA SCIEN,3,,Search algorithms
Data analysis,"Students will acquire knowledge of statistical methods and techniques for analyzing and interpreting data, enabling them to derive meaningful insights and make data-driven decisions.",ALGORITHMS FOR DATA SCIEN,3,,Data analysis and interpretation
Machine learning,"Students will learn the fundamentals of machine learning, including different algorithms and techniques for training models and making predictions based on data.",ALGORITHMS FOR DATA SCIEN,3,,Advanced machine learning
Image analysis,"Students will gain foundational knowledge in image analysis, understanding the principles and techniques used to extract meaningful information from images.",ALGORITHMS FOR DATA SCIEN,3,,Image segmentation
Fundamental concepts of computer science,Students will acquire a solid foundation in the fundamental concepts and principles of computer science.,INTRO TO COMP FOR ENG/APP,3,,Computer science fundamentals
Database design,"Students will learn about the principles and techniques of designing databases, which are essential for managing and organizing data effectively.",INTRO TO COMP FOR ENG/APP,3,,Database Management
Computational methods for multiple disciplines,"Students will gain knowledge of how computational methods can be applied to various disciplines within the liberal arts, such as digital humanities, social science, and econ financing.",INTRO TO COMP FOR ENG/APP,3,,Computational methods for multiple disciplines
Programming practices,"Students will learn best practices and techniques for programming, including coding standards, debugging, and code optimization.",INTRO TO COMP FOR ENG/APP,3,,Programming Techniques
CS-related topics and fields,"Students will explore various CS-related topics and fields through peer-led seminars and workshops, broadening their knowledge of the computer science field.",INTRO TO COMP FOR ENG/APP,3,,Computer science-related topics and fields
